obsnme,obsnme,obsval,response,response_org,offset
ucn1_00_008_018_010,ucn1_00_008_018_010,3.896866749527398e-06,1.7389313395980024e-06,-1.4658697689326551e-08,1.7535900372873288e-06
ucn1_00_008_019_010,ucn1_00_008_019_010,2.696668266593401e-06,1.1241251394122287e-06,-8.937558055480161e-08,1.2135007199670303e-06
ucn1_00_008_020_010,ucn1_00_008_020_010,4.502344870993724e-06,2.0027154528799034e-06,-2.333973906727252e-08,2.0260551919471757e-06
ucn1_00_008_021_010,ucn1_00_008_021_010,5.513986967049043e-05,2.4778900696759925e-05,-3.404065496076649e-08,2.481294135172069e-05
ucn1_00_008_022_010,ucn1_00_008_022_010,1.9433515880132214e-06,6.591950727718044e-07,-2.1531314183414508e-07,8.745082146059496e-07
ucn1_00_008_023_010,ucn1_00_008_023_010,1.7856631840777303e-06,7.448162357600216e-07,-5.8732197074957015e-08,8.035484328349786e-07
ucn1_00_008_024_010,ucn1_00_008_024_010,0.0004488296778443871,0.0002013015806269905,-6.717744029836917e-07,0.00020197335502997418
ucn1_00_008_025_010,ucn1_00_008_025_010,0.0011264612487329208,0.0005068826384736966,-2.492345611772606e-08,0.0005069075619298143
ucn1_00_009_000_010,ucn1_00_009_000_010,0.000501713518958284,0.0002257640585540131,-7.024977214652606e-09,0.00022577108353122777
ucn1_00_009_001_010,ucn1_00_009_001_010,0.0005010115701333579,0.0002255395660423317,8.435948232066899e-08,0.00022545520656001104
ucn1_00_009_002_010,ucn1_00_009_002_010,2.2809666285235446e-06,1.1607683675081392e-06,1.3433338467254425e-07,1.026434982835595e-06
ucn1_00_009_003_010,ucn1_00_009_003_010,3.9092238115326176e-06,1.902699308694691e-06,1.4354859350501334e-07,1.7591507151896776e-06
ucn1_00_009_004_010,ucn1_00_009_004_010,3.10595135957683e-06,1.2332018567693542e-06,-1.6447625504021918e-07,1.3976781118095734e-06
ucn1_00_009_005_010,ucn1_00_009_005_010,2.422370848621955e-06,1.109414585875606e-06,1.9347703995726306e-08,1.0900668818798796e-06
ucn1_00_009_006_010,ucn1_00_009_006_010,2.6797048171361253e-06,1.2699222642884983e-06,6.405509657724207e-08,1.2058671677112563e-06
ucn1_00_009_007_010,ucn1_00_009_007_010,7.035074518629234e-06,3.1433319169102985e-06,-2.2451616472856574e-08,3.165783533383155e-06
ucn1_00_009_008_010,ucn1_00_009_008_010,1.837159332173017e-06,8.313325882237171e-07,4.6108887458594374e-09,8.267216994778577e-07
ucn1_00_009_009_010,ucn1_00_009_009_010,2.8537397159158748e-06,1.317017113805708e-06,3.2834241643564624e-08,1.2841828721621435e-06
ucn1_00_009_010_010,ucn1_00_009_010_010,1.862358358417685e-06,9.134987853300962e-07,7.543752404213806e-08,8.380612612879581e-07
ucn1_00_009_011_010,ucn1_00_009_011_010,2.689642594735506e-06,1.4031415972141528e-06,1.928024295831751e-07,1.2103391676309777e-06
ucn1_00_009_012_010,ucn1_00_009_012_010,2.5956682682346413e-06,1.2852940694502768e-06,1.1724334874468825e-07,1.1680507207055884e-06
ucn1_00_009_013_010,ucn1_00_009_013_010,3.1564516828380765e-06,1.332778565043242e-06,-8.76246922338923e-08,1.4204032572771342e-06
ucn1_00_009_014_010,ucn1_00_009_014_010,2.2523735870736587e-06,9.11952187723332e-07,-1.0161592645981432e-07,1.0135681141831464e-06
ucn1_00_009_015_010,ucn1_00_009_015_010,2.7235343664311747e-06,1.2553697477633562e-06,2.9779282869327614e-08,1.2255904648940286e-06
ucn1_00_009_016_010,ucn1_00_009_016_010,1.8724605450540886e-06,8.472546376746077e-07,4.647392400267945e-09,8.426072452743398e-07
ucn1_00_009_017_010,ucn1_00_009_017_010,3.2926136503667392e-06,1.600770662153833e-06,1.1909451948880042e-07,1.4816761426650325e-06
ucn1_00_009_018_010,ucn1_00_009_018_010,2.548382543027044e-06,1.230888791500845e-06,8.411664713867519e-08,1.1467721443621696e-06
ucn1_00_009_019_010,ucn1_00_009_019_010,3.594588248927745e-06,1.5815222087928494e-06,-3.6042503224635835e-08,1.6175647120174852e-06
ucn1_00_009_020_010,ucn1_00_009_020_010,3.983618184707958e-05,1.764313685890582e-05,-2.831449722799856e-07,1.7926281831185807e-05
ucn1_00_009_021_010,ucn1_00_009_021_010,1.992355901452192e-06,5.651658855265264e-07,-3.3139427012696e-07,8.965601556534864e-07
ucn1_00_009_022_010,ucn1_00_009_022_010,0.003681705945188794,0.001061544056523335,-0.0005952236188116221,0.0016567676753349572
ucn1_00_009_023_010,ucn1_00_009_023_010,0.002553654779548913,0.0009989225283747035,-0.00015022212242230725,0.0011491446507970108
ucn1_00_009_024_010,ucn1_00_009_024_010,0.0005021153756166754,0.00020676929813046114,-1.9182620897042768e-05,0.0002259519190275039
ucn1_00_009_025_010,ucn1_00_009_025_010,0.0009579072194083533,0.000426063347465886,-4.994901267872915e-06,0.0004310582487337589
ucn1_00_009_026_010,ucn1_00_009_026_010,0.003398919184862216,0.0015290776261375056,-4.360070504916838e-07,0.0015295136331879972
ucn1_00_010_000_010,ucn1_00_010_000_010,0.0005017483092694536,0.00022579194401565366,5.204844399578078e-09,0.00022578673917125408
ucn1_00_010_001_010,ucn1_00_010_001_010,0.000500797061048159,0.0002253654931727043,6.81570103277077e-09,0.00022535867747167153
ucn1_00_010_002_010,ucn1_00_010_002_010,1.0308297774769723e-05,4.619605880086796e-06,-1.9128118559578554e-08,4.638733998646375e-06
ucn1_00_010_003_010,ucn1_00_010_003_010,1.5300001711094793e-05,6.88686482933655e-06,1.8640593438938277e-09,6.885000769992656e-06
ucn1_00_010_004_010,ucn1_00_010_004_010,1.5792672923983014e-06,7.425093308600404e-07,3.183904928080479e-08,7.106702815792356e-07
ucn1_00_010_005_010,ucn1_00_010_005_010,3.0055053542316953e-06,1.3818743220426696e-06,2.9396912638406856e-08,1.3524774094042626e-06
ucn1_00_010_006_010,ucn1_00_010_006_010,2.1721839548907815e-06,1.024304130829085e-06,4.682135112823325e-08,9.774827797008516e-07
ucn1_00_010_007_010,ucn1_00_010_007_010,3.6623581733119547e-06,1.593417267773877e-06,-5.464391021650261e-08,1.6480611779903795e-06
ucn1_00_010_008_010,ucn1_00_010_008_010,1.933992233851731e-06,9.278609139165516e-07,5.7564408683272695e-08,8.702965052332789e-07
ucn1_00_010_009_010,ucn1_00_010_009_010,3.202684215335351e-06,1.3996526032615424e-06,-4.1555293639365424e-08,1.4412078969009078e-06
ucn1_00_010_010_010,ucn1_00_010_010_010,3.414092362035757e-06,1.548811408895646e-06,1.2469845979555525e-08,1.5363415629160905e-06
ucn1_00_010_011_010,ucn1_00_010_011_010,3.4304172469091165e-06,1.5897361794312283e-06,4.604841832212618e-08,1.5436877611091022e-06
ucn1_00_010_012_010,ucn1_00_010_012_010,2.394258543459708e-06,1.003056643951389e-06,-7.435970060547933e-08,1.0774163445568683e-06
ucn1_00_010_013_010,ucn1_00_010_013_010,2.87681426160611e-06,1.303739662465977e-06,9.17324474322754e-09,1.2945664177227494e-06
ucn1_00_010_014_010,ucn1_00_010_014_010,3.1012552230847293e-06,1.3970037508418368e-06,1.4389004537086837e-09,1.395564850388128e-06
ucn1_00_010_015_010,ucn1_00_010_015_010,2.7525917255900055e-06,1.3671643422503565e-06,1.2849806573485433e-07,1.2386662765155023e-06
ucn1_00_010_016_010,ucn1_00_010_016_010,4.495443398030298e-06,2.0641660119917787e-06,4.121648287814504e-08,2.022949529113634e-06
ucn1_00_010_017_010,ucn1_00_010_017_010,2.5073498509921863e-06,1.045336511660673e-06,-8.297092128581073e-08,1.1283074329464836e-06
ucn1_00_010_018_010,ucn1_00_010_018_010,2.602249408560609e-05,1.1685628627673876e-05,-2.4493710848864488e-08,1.171012233852274e-05
ucn1_00_010_019_010,ucn1_00_010_019_010,2.9375005082607226e-05,1.2833693827900089e-05,-3.8505845927316305e-07,1.3218752287173251e-05
ucn1_00_010_020_010,ucn1_00_010_020_010,0.004883052930825647,0.0021217977057054124,-7.557611316612867e-05,0.002197373818871541
ucn1_00_010_021_010,ucn1_00_010_021_010,0.003058549090341307,0.0010100585266913282,-0.00036628856396225985,0.0013763470906535881
ucn1_00_010_022_010,ucn1_00_010_022_010,0.003800130353369655,0.0011837699060802242,-0.0005262887529361202,0.0017100586590163445
ucn1_00_010_023_010,ucn1_00_010_023_010,0.0032042395849274305,0.000998504587880968,-0.00044340322533637557,0.0014419078132173436
ucn1_00_010_024_010,ucn1_00_010_024_010,0.002207544961965369,0.000880990882687216,-0.00011240435019719999,0.000993395232884416
ucn1_00_010_025_010,ucn1_00_010_025_010,0.00038066881631501165,0.00015352141715611458,-1.777955018564065e-05,0.00017130096734175522
ucn1_00_010_026_010,ucn1_00_010_026_010,0.001602342449140293,0.0007099023003626556,-1.115180175047621e-05,0.0007210541021131318
ucn1_00_011_000_010,ucn1_00_011_000_010,0.0003776825813129159,0.00016988675769444463,-7.040389636752448e-08,0.00016995716159081214
ucn1_00_011_001_010,ucn1_00_011_001_010,0.0004996373550802468,0.00022480685335509238,-2.995643101865067e-08,0.00022483680978611104
ucn1_00_011_002_010,ucn1_00_011_002_010,0.0004998943617332415,0.00022493295572443737,-1.9507055521284383e-08,0.00022495246277995867
ucn1_00_011_003_010,ucn1_00_011_003_010,0.0005011241851464912,0.00022555259369934182,4.671038342080594e-08,0.000225505883315921
ucn1_00_011_004_010,ucn1_00_011_004_010,3.669688113120952e-06,1.610662984145535e-06,-4.069666675889332e-08,1.6513596509044283e-06
ucn1_00_011_005_010,ucn1_00_011_005_010,4.8215749752159545e-06,2.205798962699462e-06,3.609022385228241e-08,2.1697087388471794e-06
ucn1_00_011_006_010,ucn1_00_011_006_010,4.160868747309737e-06,1.901301337020993e-06,2.891040073161162e-08,1.8723909362893814e-06
ucn1_00_011_007_010,ucn1_00_011_007_010,3.4022992119481164e-06,1.4483130317498117e-06,-8.272161362684069e-08,1.5310346453766523e-06
ucn1_00_011_008_010,ucn1_00_011_008_010,2.3550290973146536e-06,1.0850588228004757e-06,2.5295729008881663e-08,1.059763093791594e-06
ucn1_00_011_009_010,ucn1_00_011_009_010,2.480785622358004e-06,1.1505093630862407e-06,3.415583302513898e-08,1.1163535300611018e-06
ucn1_00_011_010_010,ucn1_00_011_010_010,2.9454282228182087e-06,1.4195775197223895e-06,9.41348194541957e-08,1.3254427002681939e-06
ucn1_00_011_011_010,ucn1_00_011_011_010,1.9661462031098078e-06,9.075629667344926e-07,2.2797175335079152e-08,8.847657913994134e-07
ucn1_00_011_012_010,ucn1_00_011_012_010,2.3831161147082274e-06,1.0256123412899639e-06,-4.678991032873834e-08,1.0724022516187022e-06
ucn1_00_011_013_010,ucn1_00_011_013_010,2.2012761291903204e-06,1.0100360700499079e-06,1.946181191426361e-08,9.905742581356442e-07
ucn1_00_011_014_010,ucn1_00_011_014_010,3.287169000861523e-06,1.5163180974427747e-06,3.709204705508935e-08,1.4792260503876853e-06
ucn1_00_011_015_010,ucn1_00_011_015_010,2.773234483969824e-06,1.1368401178360647e-06,-1.1111539995035611e-07,1.2479555177864208e-06
ucn1_00_011_016_010,ucn1_00_011_016_010,2.4295993147148088e-05,1.0936641891529836e-05,3.444975313198735e-09,1.0933196916216638e-05
ucn1_00_011_017_010,ucn1_00_011_017_010,4.959275594662037e-05,2.1219169523385294e-05,-1.0975706525938693e-06,2.2316740175979164e-05
ucn1_00_011_018_010,ucn1_00_011_018_010,9.526046496875879e-07,2.0383769287788525e-07,-2.2483439948152926e-07,4.286720923594145e-07
ucn1_00_011_019_010,ucn1_00_011_019_010,0.0010480386498962324,0.00041257981029070166,-5.903758216260286e-05,0.0004716173924533045
ucn1_00_011_020_010,ucn1_00_011_020_010,0.002546019489963721,0.0008996482355442385,-0.0002460605349394359,0.0011457087704836743
ucn1_00_011_021_010,ucn1_00_011_021_010,0.0037615533316661593,0.0010154763473807804,-0.0006772226518689911,0.0016926989992497715
ucn1_00_011_022_010,ucn1_00_011_022_010,0.0043223104895099675,0.0010877053496639705,-0.0008573343706155145,0.0019450397202794851
ucn1_00_011_023_010,ucn1_00_011_023_010,0.003040407893436764,0.0010450923351482066,-0.0003230912168983372,0.0013681835520465437
ucn1_00_011_024_010,ucn1_00_011_024_010,0.001982191462341088,0.0008862382119533072,-5.747946100182335e-06,0.0008919861580534896
ucn1_00_011_025_010,ucn1_00_011_025_010,0.0007174596539415918,0.00026850792426577543,-5.434892000794081e-05,0.00032285684427371626
ucn1_00_011_026_010,ucn1_00_011_026_010,0.002259098612808289,0.0008129734106579131,-0.00020362096510581696,0.00101659437576373
ucn1_00_011_027_010,ucn1_00_011_027_010,0.0019169513341102094,0.0006083808665059286,-0.0002542472338436656,0.0008626281003495941
ucn1_00_011_028_010,ucn1_00_011_028_010,8.524365278723483e-05,7.589046774308837e-06,-3.077059697994683e-05,3.835964375425567e-05
ucn1_00_012_000_010,ucn1_00_012_000_010,0.0001459737738058075,6.57418900909565e-05,5.3691878343130065e-08,6.568819821261337e-05
ucn1_00_012_002_010,ucn1_00_012_002_010,9.043140940339217e-05,4.077700977460199e-05,8.28755430755184e-08,4.0694134231526475e-05
ucn1_00_012_003_010,ucn1_00_012_003_010,0.0004932327749419039,0.00022196209839684934,7.349672992641311e-09,0.00022195474872385671
ucn1_00_012_004_010,ucn1_00_012_004_010,0.0004996956709886057,0.00022487383023447587,1.077828960332702e-08,0.00022486305194487254
ucn1_00_012_005_010,ucn1_00_012_005_010,3.835028540427606e-05,1.7237313215394608e-05,-2.0315216529619026e-08,1.7257628431924227e-05
ucn1_00_012_006_010,ucn1_00_012_006_010,3.611909862470316e-05,1.6237745544796723e-05,-1.5848836319698563e-08,1.625359438111642e-05
ucn1_00_012_007_010,ucn1_00_012_007_010,3.190113256505882e-05,1.4313891106817266e-05,-4.161854745920407e-08,1.435550965427647e-05
ucn1_00_012_008_010,ucn1_00_012_008_010,1.5785431511317654e-05,7.157995556908528e-06,5.4551376815584054e-08,7.1034441800929434e-06
ucn1_00_012_009_010,ucn1_00_012_009_010,1.6604742511041335e-05,7.46555057297703e-06,-6.5835569915710095e-09,7.4721341299686e-06
ucn1_00_012_010_010,ucn1_00_012_010_010,2.903825242665497e-05,1.2970972203924961e-05,-9.624138806977401e-08,1.3067213591994735e-05
ucn1_00_012_011_010,ucn1_00_012_011_010,8.413147162252672e-06,3.379415466100097e-06,-4.0650075691360506e-07,3.785916223013702e-06
ucn1_00_012_012_010,ucn1_00_012_012_010,1.2906416585865135e-05,5.3828501335173965e-06,-4.250373301219129e-07,5.80788746363931e-06
ucn1_00_012_013_010,ucn1_00_012_013_010,3.8357775139131725e-06,1.7153898515432622e-06,-1.0710029717665209e-08,1.7260998812609274e-06
ucn1_00_012_014_010,ucn1_00_012_014_010,2.798353266030523e-05,1.2510533366478383e-05,-8.205633065896925e-08,1.2592589697137352e-05
ucn1_00_012_015_010,ucn1_00_012_015_010,1.7628605717931553e-05,7.888286393486676e-06,-4.458617958252233e-08,7.932872573069199e-06
ucn1_00_012_016_010,ucn1_00_012_016_010,1.2619673943993964e-06,4.45781596256783e-07,-1.2210373122294534e-07,5.678853274797284e-07
ucn1_00_012_017_010,ucn1_00_012_017_010,0.010275624506084623,0.004177314686162768,-0.0004467163415753123,0.00462403102773808
ucn1_00_012_018_010,ucn1_00_012_018_010,0.003223533558625568,0.0013826958232685644,-6.789427811294104e-05,0.0014505901013815055
ucn1_00_012_019_010,ucn1_00_012_019_010,0.0013876195171017907,0.0004610957389602038,-0.00016333304373560196,0.0006244287826958057
ucn1_00_012_020_010,ucn1_00_012_020_010,0.0031219259424639023,0.001146155356296756,-0.00025871131781199976,0.0014048666741087559
ucn1_00_012_021_010,ucn1_00_012_021_010,0.004105095396605136,0.0010753076003434435,-0.0007719853281288675,0.0018472929284723111
ucn1_00_012_022_010,ucn1_00_012_022_010,0.0035256349469858822,0.001231733550063625,-0.0003548021760800219,0.0015865357261436468
ucn1_00_012_023_010,ucn1_00_012_023_010,0.0028916427946796244,0.001266423974871774,-3.4815282734056786e-05,0.0013012392576058308
ucn1_00_012_024_010,ucn1_00_012_024_010,0.0018125242141554137,0.0007959616772357074,-1.9674219134228733e-05,0.0008156358963699361
ucn1_00_012_025_010,ucn1_00_012_025_010,0.0006989934224723388,0.00024079502458119857,-7.375201553135385e-05,0.0003145470401125524
ucn1_00_012_026_010,ucn1_00_012_026_010,0.0032198501218185602,0.00103459224848894,-0.0004143403063294121,0.001448932554818352
ucn1_00_012_027_010,ucn1_00_012_027_010,0.0053593700564231435,0.0015213012333362315,-0.0008904152920541828,0.0024117165253904143
ucn1_00_012_028_010,ucn1_00_012_028_010,0.006171479390231913,0.0009584788536812275,-0.0018186868719231332,0.0027771657256043607
ucn1_00_012_029_010,ucn1_00_012_029_010,0.0002488453458282587,-8.795385315762952e-05,-0.00019993425878034592,0.0001119804056227164
ucn1_00_013_000_010,ucn1_00_013_000_010,0.0003103900821262596,0.0001396584753657452,-1.706159107159716e-08,0.00013967553695681679
ucn1_00_013_001_010,ucn1_00_013_001_010,0.00017445364792904983,7.84400338687719e-05,-6.410769930051836e-08,7.850414156807242e-05
ucn1_00_013_002_010,ucn1_00_013_002_010,0.0001969505456398534,8.869627784347854e-05,6.85323055445077e-08,8.862774553793403e-05
ucn1_00_013_003_010,ucn1_00_013_003_010,0.00027703556763316624,0.0001246216442452079,-4.436118971688113e-08,0.00012466600543492478
ucn1_00_013_004_010,ucn1_00_013_004_010,0.0004620313706748557,0.0002079561782737941,4.206147010907183e-08,0.00020791411680368504
ucn1_00_013_005_010,ucn1_00_013_005_010,8.62019246467202e-05,3.883554855926476e-05,4.46824682406752e-08,3.879086609102409e-05
ucn1_00_013_006_010,ucn1_00_013_006_010,0.00010462003139302584,4.7041854507768336e-05,-3.715961909329067e-08,4.707901412686163e-05
ucn1_00_013_007_010,ucn1_00_013_007_010,0.00010235010575003166,4.6069107443553805e-05,1.1559856039566596e-08,4.605754758751424e-05
ucn1_00_013_008_010,ucn1_00_013_008_010,1.2852791049537836e-05,5.8252401406438645e-06,4.148416835183845e-08,5.783755972292026e-06
ucn1_00_013_009_010,ucn1_00_013_009_010,6.361016063682099e-05,2.8632757001516372e-05,8.184714946927325e-09,2.8624572286569444e-05
ucn1_00_013_010_010,ucn1_00_013_010_010,0.00010366513339200567,4.660337213097152e-05,-4.593789543103021e-08,4.664931002640255e-05
ucn1_00_013_011_010,ucn1_00_013_011_010,0.00014146490024743744,5.124023568304344e-05,-1.2418969428303407e-05,6.365920511134685e-05
ucn1_00_013_012_010,ucn1_00_013_012_010,0.00014929357311401672,5.1272273979043886e-05,-1.5909833922263623e-05,6.718210790130751e-05
ucn1_00_013_013_010,ucn1_00_013_013_010,4.187279064247896e-05,1.880545210931638e-05,-3.730367979914799e-08,1.884275578911553e-05
ucn1_00_013_014_010,ucn1_00_013_014_010,2.2333303584915122e-07,9.716255752361757e-08,-3.3373086085004615e-09,1.0049986613211804e-07
ucn1_00_013_015_010,ucn1_00_013_015_010,0.0018335749600070375,0.0008060345604731598,-1.9074171530007043e-05,0.0008251087320031668
ucn1_00_013_016_010,ucn1_00_013_016_010,0.0036922344474378884,0.0011016292927225788,-0.0005598762086244707,0.0016615055013470496
ucn1_00_013_017_010,ucn1_00_013_017_010,0.003486416440680454,0.0012701461541739555,-0.0002987412441322487,0.0015688873983062041
ucn1_00_013_018_010,ucn1_00_013_018_010,0.001085173759288284,0.00048373521916281664,-4.592972516911136e-06,0.0004883281916797278
ucn1_00_013_019_010,ucn1_00_013_019_010,0.0013336757846236294,0.0005229295656225672,-7.722453745806597e-05,0.0006001541030806332
ucn1_00_013_020_010,ucn1_00_013_020_010,0.0037495677849747173,0.0011855630228992924,-0.0005017424803393303,0.0016873055032386227
ucn1_00_013_021_010,ucn1_00_013_021_010,0.004689856845985965,0.0012922991865087175,-0.0008181363941849665,0.002110435580693684
ucn1_00_013_022_010,ucn1_00_013_022_010,0.003995488400612297,0.0011715902497911159,-0.0006263795304844175,0.0017979697802755334
ucn1_00_013_023_010,ucn1_00_013_023_010,0.003907079888483646,0.0012272761571982419,-0.0005309097926193987,0.0017581859498176406
